atualizacao,id_linha,uf,municipio,empreendimento,eixo,subeixo,modalidade,classificacao,estagio,valor_total_rs,execucao_fisica_pct,ano_prev_conclusao,tipo_executor,link,inclusao_novo_pac,fontes_financiamento,ministerio,atualizacao_str,municipio_upper
2026-03-01,9192,RS,Progresso,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,PROGRESSO
2026-03-01,9194,RS,Protásio Alves,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,PROTÁSIO ALVES
2026-03-01,9202,RS,Putinga,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,PUTINGA
2026-03-01,9206,RS,Quaraí,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,23.53,2026,Federal,,Seleção,OGU,MS,2026-03-01,QUARAÍ
2026-03-01,26061,RS,Quaraí,Unidade Odontológica Móvel - UOM,Saúde,Atenção Primária,Seleção 2023 - Unidades Odontológicas Móveis - UOMs,Equipamento,Concluído,379890.0,100.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,QUARAÍ
2026-03-01,9218,RS,Quatro Irmãos,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,QUATRO IRMÃOS
2026-03-01,9228,RS,Quevedos,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,QUEVEDOS
2026-03-01,9236,RS,Quinze de Novembro,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,QUINZE DE NOVEMBRO
2026-03-01,9268,RS,Redentora,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,REDENTORA
2026-03-01,25963,RS,Redentora,Unidade Odontológica Móvel - UOM,Saúde,Atenção Primária,Seleção 2023 - Unidades Odontológicas Móveis - UOMs,Equipamento,Concluído,379890.0,100.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,REDENTORA
2026-03-01,11115,RS,Rio Grande,Combo de Unidade Básica de Saúde (UBS) - 10 Equipamentos,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,1580000.0,26.67,2026,Federal,,Seleção,OGU,MS,2026-03-01,RIO GRANDE
2026-03-01,23401,RS,Rio Grande,Retomada - Construção de Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Retomada de Obras - Saúde,Obra,Concluído,0.0,100.0,2024,Municipal,,Planejamento Setorial,OGU,MS,2026-03-01,RIO GRANDE
2026-03-01,12645,RS,Rio Pardo,Combo de Unidade Básica de Saúde (UBS) - 2 Equipamentos,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,316000.0,17.65,2026,Federal,,Seleção,OGU,MS,2026-03-01,RIO PARDO
2026-03-01,37276,RS,Rio Pardo,Unidade Odontológica Móvel (UOM) - 1 Veículo,Saúde,Atenção Primária,Seleção 2025 - Unidade Odontológica Móvel - UOM,Equipamento,Em execução,379890.0,0.0,2027,Federal,,Seleção,OGU,MS,2026-03-01,RIO PARDO
2026-03-01,9406,RS,Riozinho,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,RIOZINHO
2026-03-01,9410,RS,Roca Sales,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,ROCA SALES
2026-03-01,9418,RS,Rodeio Bonito,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,RODEIO BONITO
2026-03-01,9430,RS,Rolante,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,23.53,2026,Federal,,Seleção,OGU,MS,2026-03-01,ROLANTE
2026-03-01,9440,RS,Ronda Alta,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,RONDA ALTA
2026-03-01,9442,RS,Rondinha,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,17.65,2026,Federal,,Seleção,OGU,MS,2026-03-01,RONDINHA
2026-03-01,9456,RS,Rosário do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,ROSÁRIO DO SUL
2026-03-01,9478,RS,Sagrada Família,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SAGRADA FAMÍLIA
2026-03-01,9508,RS,Salto do Jacuí,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SALTO DO JACUÍ
2026-03-01,9516,RS,Salvador das Missões,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SALVADOR DAS MISSÕES
2026-03-01,9518,RS,Salvador do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SALVADOR DO SUL
2026-03-01,9540,RS,Santa Bárbara do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA BÁRBARA DO SUL
2026-03-01,9550,RS,Santa Cecília do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA CECÍLIA DO SUL
2026-03-01,9552,RS,Santa Clara do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA CLARA DO SUL
2026-03-01,9580,RS,Santa Cruz do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,29.42,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA CRUZ DO SUL
2026-03-01,9642,RS,Santa Margarida do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA MARGARIDA DO SUL
2026-03-01,38494,RS,Santa Maria/RS,Unidade Básica de Saúde - UBS - V Embu-Guaçu/SP,Saúde,Atenção Primária,Seleção 2025 - Unidade Básica de Saúde - UBS,Obra,Em ação preparatória,4306000.0,0.0,2028,Municipal,,Seleção,OGU,MS,2026-03-01,SANTA MARIA/RS
2026-03-01,9684,RS,Santa Rosa,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,33.34,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA ROSA
2026-03-01,9726,RS,Santa Vitória do Palmar,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,5.89,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTA VITÓRIA DO PALMAR
2026-03-01,9748,RS,Sant'Ana do Livramento,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,35.3,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANT'ANA DO LIVRAMENTO
2026-03-01,26472,RS,Sant'Ana do Livramento,Unidade Odontológica Móvel - UOM,Saúde,Atenção Primária,Seleção 2023 - Unidades Odontológicas Móveis - UOMs,Equipamento,Concluído,379890.0,100.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANT'ANA DO LIVRAMENTO
2026-03-01,9768,RS,Santiago,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,17.65,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTIAGO
2026-03-01,9784,RS,Santo Ângelo,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,11.77,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO ÂNGELO
2026-03-01,9790,RS,Santo Antônio da Patrulha,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,5.89,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO ANTÔNIO DA PATRULHA
2026-03-01,9794,RS,Santo Antônio das Missões,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO ANTÔNIO DAS MISSÕES
2026-03-01,9814,RS,Santo Antônio do Palma,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO ANTÔNIO DO PALMA
2026-03-01,9820,RS,Santo Antônio do Planalto,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO ANTÔNIO DO PLANALTO
2026-03-01,9828,RS,Santo Augusto,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO AUGUSTO
2026-03-01,9830,RS,Santo Cristo,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO CRISTO
2026-03-01,9834,RS,Santo Expedito do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SANTO EXPEDITO DO SUL
2026-03-01,26393,RS,São Borja,Unidade Odontológica Móvel - UOM,Saúde,Atenção Primária,Seleção 2023 - Unidades Odontológicas Móveis - UOMs,Equipamento,Concluído,379890.0,100.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO BORJA
2026-03-01,9896,RS,São Domingos do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO DOMINGOS DO SUL
2026-03-01,12733,RS,São Francisco de Assis,Combo de Unidade Básica de Saúde (UBS) - 2 Equipamentos,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,316000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO FRANCISCO DE ASSIS
2026-03-01,9922,RS,São Francisco de Paula,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,5.89,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO FRANCISCO DE PAULA
2026-03-01,9934,RS,São Gabriel,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,35.3,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO GABRIEL
2026-03-01,26184,RS,São Gabriel,Unidade Odontológica Móvel - UOM,Saúde,Atenção Primária,Seleção 2023 - Unidades Odontológicas Móveis - UOMs,Equipamento,Concluído,379890.0,100.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO GABRIEL
2026-03-01,12743,RS,São Jerônimo,Combo de Unidade Básica de Saúde (UBS) - 2 Equipamentos,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,316000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JERÔNIMO
2026-03-01,10018,RS,São Jorge,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JORGE
2026-03-01,10038,RS,São José das Missões,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JOSÉ DAS MISSÕES
2026-03-01,10070,RS,São José do Hortêncio,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JOSÉ DO HORTÊNCIO
2026-03-01,10078,RS,São José do Ouro,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JOSÉ DO OURO
2026-03-01,10090,RS,São José do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO JOSÉ DO SUL
2026-03-01,10106,RS,São Leopoldo,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,27.78,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO LEOPOLDO
2026-03-01,14129,RS,São Lourenço do Sul,Combo de Unidade Básica de Saúde (UBS) - 4 Equipamentos,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,632000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO LOURENÇO DO SUL
2026-03-01,10128,RS,São Luiz Gonzaga,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO LUIZ GONZAGA
2026-03-01,10136,RS,São Marcos,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO MARCOS
2026-03-01,10138,RS,São Martinho,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO MARTINHO
2026-03-01,10168,RS,São Nicolau,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO NICOLAU
2026-03-01,10172,RS,São Paulo das Missões,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO PAULO DAS MISSÕES
2026-03-01,10184,RS,São Pedro da Serra,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO PEDRO DA SERRA
2026-03-01,10188,RS,São Pedro das Missões,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO PEDRO DAS MISSÕES
2026-03-01,10192,RS,São Pedro do Butiá,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO PEDRO DO BUTIÁ
2026-03-01,10200,RS,São Pedro do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO PEDRO DO SUL
2026-03-01,10236,RS,São Sebastião do Caí,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,17.65,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO SEBASTIÃO DO CAÍ
2026-03-01,10252,RS,São Sepé,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,17.65,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO SEPÉ
2026-03-01,10264,RS,São Valentim,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO VALENTIM
2026-03-01,10266,RS,São Valentim do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO VALENTIM DO SUL
2026-03-01,10270,RS,São Valério do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO VALÉRIO DO SUL
2026-03-01,10278,RS,São Vicente do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÃO VICENTE DO SUL
2026-03-01,10282,RS,Sapiranga,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,29.42,2026,Federal,,Seleção,OGU,MS,2026-03-01,SAPIRANGA
2026-03-01,10288,RS,Sapucaia do Sul,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,16.67,2026,Federal,,Seleção,OGU,MS,2026-03-01,SAPUCAIA DO SUL
2026-03-01,10292,RS,Sarandi,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,23.53,2026,Federal,,Seleção,OGU,MS,2026-03-01,SARANDI
2026-03-01,10314,RS,Seberi,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SEBERI
2026-03-01,23402,RS,Seberi,Retomada - Construção de Unidade Básica de Saúde - UBS,Saúde,Atenção Primária,Retomada de Obras - Saúde,Obra,Concluído,0.0,100.0,2025,Municipal,,Planejamento Setorial,OGU,MS,2026-03-01,SEBERI
2026-03-01,10316,RS,Segredo,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SEGREDO
2026-03-01,37311,RS,Segredo,Unidade Odontológica Móvel (UOM) - 1 Veículo,Saúde,Atenção Primária,Seleção 2025 - Unidade Odontológica Móvel - UOM,Equipamento,Em execução,379890.0,0.0,2027,Federal,,Seleção,OGU,MS,2026-03-01,SEGREDO
2026-03-01,10318,RS,Selbach,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SELBACH
2026-03-01,10342,RS,Senador Salgado Filho,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SENADOR SALGADO FILHO
2026-03-01,10352,RS,Serafina Corrêa,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SERAFINA CORRÊA
2026-03-01,10358,RS,Sério,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SÉRIO
2026-03-01,10404,RS,Sertão Santana,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SERTÃO SANTANA
2026-03-01,10410,RS,Sete de Setembro,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SETE DE SETEMBRO
2026-03-01,10416,RS,Severiano de Almeida,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SEVERIANO DE ALMEIDA
2026-03-01,10426,RS,Silveira Martins,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SILVEIRA MARTINS
2026-03-01,10436,RS,Sinimbu,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SINIMBU
2026-03-01,10448,RS,Sobradinho,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,SOBRADINHO
2026-03-01,10458,RS,Soledade,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,5.89,2026,Federal,,Seleção,OGU,MS,2026-03-01,SOLEDADE
2026-03-01,10481,RS,Tabaí,Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento,Saúde,Atenção Primária,Seleção 2025 - Combo de Equipamentos para UBS,Equipamento,Em execução,158000.0,0.0,2026,Federal,,Seleção,OGU,MS,2026-03-01,TABAÍ
2026-03-01,37323,RS,Tabaí,Unidade Odontológica Móvel (UOM) - 1 Veículo,Saúde,Atenção Primária,Seleção 2025 - Unidade Odontológica Móvel - UOM,Equipamento,Em execução,379890.0,0.0,2027,Federal,,Seleção,OGU,MS,2026-03-01,TABAÍ
